Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry
GSK,GSK plc American Depositary Shares (Each representing two Ordinary Shares),$43.30,-0.45,-1.029%,110071886903.00,United Kingdom,,4736211,Health Care,Biotechnology: Pharmaceutical Preparations
HCA,HCA Healthcare Inc. Common Stock,$172.58,-2.48,-1.417%,50994697752.00,United States,2011,1320364,Health Care,Hospital/Nursing Management
HOLX,Hologic Inc. Common Stock,$70.19,0.05,0.071%,17504048600.00,United States,1990,1387477,Health Care,Medical Electronics
HSIC,Henry Schein Inc. Common Stock,$76.15,-0.96,-1.245%,10512566973.00,United States,1995,876179,Health Care,Medical Specialities
HUM,Humana Inc. Common Stock,$472.92,-6.04,-1.261%,59821259674.00,United States,,877717,Health Care,Medical Specialities
HZNP,Horizon Therapeutics Public Limited Company Ordinary Shares,$82.76,1.92,2.375%,19025206213.00,Ireland,2011,2047315,Health Care,Biotechnology: Pharmaceutical Preparations
ICLR,ICON plc Ordinary Shares,$216.47,3.76,1.768%,17643371981.00,Ireland,1998,363842,Health Care,Biotechnology: Commercial Physical & Biological Resarch
IDXX,IDEXX Laboratories Inc. Common Stock,$366.87,8.43,2.352%,30819733571.00,United States,1991,734451,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
ILMN,Illumina Inc. Common Stock,$193.02,1.98,1.036%,30323442000.00,United States,2000,1104083,Health Care,Medical Specialities
INCY,Incyte Corp. Common Stock,$79.25,1.58,2.034%,17554272122.00,United States,,1464010,Health Care,Biotechnology: Commercial Physical & Biological Resarch
IQV,IQVIA Holdings Inc. Common Stock,$215.31,0.26,0.121%,40753669026.00,United States,2013,775334,Health Care,Managed Health Care
ISRG,Intuitive Surgical Inc. Common Stock,$206.75,0.65,0.315%,74214258649.00,United States,2000,1432902,Health Care,Medical/Dental Instruments
JNJ,Johnson & Johnson Common Stock,$178.14,-1.38,-0.769%,468757917365.00,United States,,5677363,Health Care,Biotechnology: Pharmaceutical Preparations
LH,Laboratory Corporation of America Holdings Common Stock,$239.99,-0.95,-0.394%,22247073000.00,United States,,546374,Health Care,Medical Specialities
LLY,Eli Lilly and Company Common Stock,$327.18,2.47,0.761%,310873204514.00,United States,,2109663,Health Care,Biotechnology: Pharmaceutical Preparations
MCK,McKesson Corporation Common Stock,$322.38,-7.15,-2.17%,46287597324.00,United States,,1061767,Health Care,Other Pharmaceuticals
MDT,Medtronic plc. Ordinary Shares,$90.49,-0.89,-0.974%,120234905462.00,United States,,3590439,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MOH,Molina Healthcare Inc Common Stock,$278.61,-4.29,-1.516%,16354407000.00,United States,2003,403022,Health Care,Medical Specialities
MRK,Merck & Company Inc. Common Stock (new),$92.64,0.22,0.238%,234268497516.00,United States,,9576118,Health Care,Biotechnology: Pharmaceutical Preparations
MRNA,Moderna Inc. Common Stock,$155.54,5.59,3.728%,61867515274.00,United States,2018,6016132,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MTD,Mettler-Toledo International Inc. Common Stock,$1175.47,13.62,1.172%,26660018118.00,Switzerland,1997,132962,Health Care,Medical Specialities
NVO,Novo Nordisk A/S Common Stock,$111.24,-0.40,-0.358%,251936754578.00,Denmark,,2518358,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NVS,Novartis AG Common Stock,$84.28,-0.08,-0.095%,186477928000.00,Switzerland,,2004754,Health Care,Biotechnology: Pharmaceutical Preparations
PFE,Pfizer Inc. Common Stock,$51.64,-0.67,-1.281%,289746659164.00,United States,,18407846,Health Care,Biotechnology: Pharmaceutical Preparations
PHG,Koninklijke Philips N.V. NY Registry Shares,$20.99,-0.24,-1.13%,18246565020.00,Netherlands,,2189422,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
PKI,PerkinElmer Inc. Common Stock,$144.56,0.49,0.34%,18236023257.00,United States,,690021,Health Care,Medical Specialities
PODD,Insulet Corporation Common Stock,$231.68,5.22,2.305%,16064607332.00,United States,2007,243373,Health Care,Medical/Dental Instruments
QGEN,Qiagen N.V. Common Shares ,$48.32,0.47,0.982%,10990480640.00,Netherlands,,1319738,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
REGN,Regeneron Pharmaceuticals Inc. Common Stock,$596.56,1.16,0.195%,65529845493.00,United States,1991,585968,Health Care,Biotechnology: Pharmaceutical Preparations
RMD,ResMed Inc. Common Stock,$216.43,0.71,0.329%,31660387882.00,United States,,504589,Health Care,Medical/Dental Instruments
RPRX,Royalty Pharma plc Class A Ordinary Shares ,$43.15,0.41,0.959%,18783903523.00,United States,2020,1665296,Health Care,Biotechnology: Pharmaceutical Preparations
SGEN,Seagen Inc. Common Stock,$176.77,-3.34,-1.854%,32539051413.00,United States,2001,1340506,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SNN,Smith & Nephew SNATS Inc. Common Stock,$27.45,-0.52,-1.859%,11974696537.00,United Kingdom,,1252666,Health Care,Industrial Specialties
SNY,Sanofi ADS,$50.18,-0.83,-1.627%,125315359031.00,France,,1491836,Health Care,Biotechnology: Pharmaceutical Preparations
STE,STERIS plc (Ireland) Ordinary Shares,$208.73,-2.23,-1.057%,20889704871.00,United States,,445148,Health Care,Industrial Specialties
SYK,Stryker Corporation Common Stock,$202.02,-1.84,-0.903%,76394687242.00,United States,,1090346,Health Care,Medical/Dental Instruments
TAK,Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of Common Stock),$14.16,0.07,0.497%,43972428005.00,,2018,1818348,Health Care,Biotechnology: Pharmaceutical Preparations
TECH,Bio-Techne Corp Common Stock,$362.30,9.12,2.582%,14214301035.00,United States,,240873,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TFX,Teleflex Incorporated Common Stock,$252.25,-2.84,-1.113%,11830539631.00,United States,,267319,Health Care,Medical/Dental Instruments
UNH,UnitedHealth Group Incorporated Common Stock (DE),$505.24,-12.16,-2.35%,474001820700.00,United States,,3029679,Health Care,Medical Specialities
UTHR,United Therapeutics Corporation Common Stock,$237.15,-0.85,-0.357%,10742779271.00,United States,1999,284770,Health Care,Biotechnology: Pharmaceutical Preparations
VEEV,Veeva Systems Inc. Class A Common Stock,$207.16,3.05,1.494%,32078105556.00,,2013,1310084,Health Care,Managed Health Care
VRTX,Vertex Pharmaceuticals Incorporated Common Stock,$288.98,1.66,0.578%,73908357610.00,United States,1991,1845728,Health Care,Biotechnology: Pharmaceutical Preparations
WAT,Waters Corporation Common Stock,$339.66,2.77,0.822%,20459534905.00,United States,1995,379151,Health Care,Medical Specialities
WST,West Pharmaceutical Services Inc. Common Stock,$306.06,-1.68,-0.546%,22671583339.00,United States,,431888,Health Care,Medical/Dental Instruments
ZBH,Zimmer Biomet Holdings Inc. Common Stock,$106.89,-0.38,-0.354%,22401722621.00,United States,,838430,Health Care,Industrial Specialties
ZTS,Zoetis Inc. Class A Common Stock,$174.25,0.04,0.023%,82007043134.00,United States,2013,1853146,Health Care,Biotechnology: Pharmaceutical Preparations
